Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Returns,Volume_MA_20,Price_MA_5,Price_MA_20,Volatility_20,RSI
2022-02-07 00:00:00-05:00,410.1700134277344,412.3500061035156,393.54998779296875,402.1000061035156,8232900,0.0,0.0,-0.01967478621067109,14190000.0,420.89600830078126,450.55800170898436,0.065259226595283,33.40458449459308
2022-02-08 00:00:00-05:00,398.17999267578125,406.6099853515625,395.8299865722656,403.5299987792969,6818500,0.0,0.0,0.003556311002425483,14306620.0,410.17600708007814,443.7420028686523,0.06532026119133151,32.658168758886276
2022-02-09 00:00:00-05:00,408.6499938964844,412.9800109863281,398.7900085449219,412.8900146484375,7738200,0.0,0.0,0.023195340860543867,14539640.0,406.8580078125,437.3445022583008,0.06573626196582734,35.35716956775113
2022-02-10 00:00:00-05:00,402.1000061035156,408.0,396.3599853515625,406.2699890136719,8452900,0.0,0.0,-0.016033387584832637,14772915.0,406.99200439453125,430.7970031738281,0.06573575497200464,51.979770142055706
2022-02-11 00:00:00-05:00,405.3299865722656,411.6099853515625,387.6499938964844,391.30999755859375,7558900,0.0,0.0,-0.03682278253286064,14927105.0,403.2200012207031,424.4025024414062,0.06579726932903761,50.91994746281034
2022-02-14 00:00:00-05:00,387.5899963378906,409.3599853515625,386.8900146484375,396.57000732421875,7202200,0.0,0.0,0.01344205309969726,14894160.0,402.11400146484374,417.9465026855469,0.0658159372017678,57.15709540248687
2022-02-15 00:00:00-05:00,403.7900085449219,409.1600036621094,401.010009765625,407.4599914550781,5392300,0.0,0.0,0.027460433037630683,14921820.0,402.9,412.77950286865234,0.06625853476944187,61.11730949856427
2022-02-16 00:00:00-05:00,401.5299987792969,401.55999755859375,390.3800048828125,398.0799865722656,5277700,0.0,0.0,-0.023020677071423967,14968030.0,399.9379943847656,406.8905029296875,0.06617326310198532,52.88568047066202
2022-02-17 00:00:00-05:00,394.239990234375,399.1099853515625,385.70001220703125,386.6700134277344,4669200,0.0,0.0,-0.028662513890182595,14568540.0,396.01799926757815,400.8115036010742,0.06629177086275875,50.56000672348385
2022-02-18 00:00:00-05:00,392.5299987792969,402.8699951171875,389.04998779296875,391.2900085449219,6801700,0.0,0.0,0.011948159817805282,11963410.0,396.0140014648438,400.5010040283203,0.045146838225003275,39.33606791463937
2022-02-22 00:00:00-05:00,388.95001220703125,392.4200134277344,373.0199890136719,377.3800048828125,6697500,0.0,0.0,-0.03554908982684246,10680985.0,392.1760009765625,400.0125045776367,0.045486127079289715,23.76817483172269
2022-02-23 00:00:00-05:00,382.7200012207031,386.0,366.6600036621094,367.4599914550781,4614300,0.0,0.0,-0.026286536910758773,10154410.0,384.1760009765625,400.0645034790039,0.04419740961034469,26.906461870762584
2022-02-24 00:00:00-05:00,355.0899963378906,390.7300109863281,354.7200012207031,390.0299987792969,7068700,0.0,0.0,0.061421672696517104,9873645.0,382.5660034179688,401.5810028076172,0.04592107917843319,44.14529457477138
2022-02-25 00:00:00-05:00,386.6099853515625,391.2900085449219,375.5799865722656,390.79998779296875,4841600,0.0,0.0,0.0019741789505467455,8899490.0,383.3919982910156,401.78600158691404,0.042861108054668653,42.50211983387212
2022-02-28 00:00:00-05:00,387.3299865722656,397.75,382.1300048828125,394.5199890136719,5035000,0.0,0.0,0.00951893893782274,8552910.0,384.0379943847656,402.2940017700195,0.04286044101706991,46.96362095615219
2022-03-01 00:00:00-05:00,391.6000061035156,395.0,383.7099914550781,386.239990234375,3290400,0.0,0.0,-0.020987526639644982,7715055.0,385.80999145507815,400.2490005493164,0.03452810040303417,43.43434085908584
2022-03-02 00:00:00-05:00,388.92999267578125,389.2200012207031,375.2099914550781,380.0299987792969,5356800,0.0,0.0,-0.01607806444721016,6854490.0,388.32399291992186,396.3940002441406,0.029770275407123795,37.2159902434924
2022-03-03 00:00:00-05:00,386.0,386.1199951171875,364.6499938964844,368.07000732421875,6076800,0.0,0.0,-0.03147117725836146,6441030.0,383.93199462890624,393.32350006103513,0.027756337863773326,35.73136314858709
2022-03-04 00:00:00-05:00,368.0,374.82000732421875,357.1700134277344,361.7300109863281,5325500,0.0,0.0,-0.017224974085720546,6212045.0,378.1179992675781,391.13000030517577,0.025475676602876317,38.19067546845496
2022-03-07 00:00:00-05:00,360.4100036621094,362.0,350.20001220703125,350.260009765625,5708400,0.0,0.0,-0.031708735444504366,6107975.0,369.26600341796876,388.13450012207034,0.025806037405414782,32.384931623884
2022-03-08 00:00:00-05:00,349.79998779296875,358.8599853515625,340.6700134277344,341.760009765625,6428700,0.0,0.0,-0.02426768618457964,6017765.0,360.37000732421876,385.1175003051758,0.025939701501815852,24.546723048296812
2022-03-09 00:00:00-05:00,357.69000244140625,364.1400146484375,350.510009765625,358.7900085449219,6520200,0.0,0.0,0.049830285266482255,6002850.0,356.12200927734375,382.88050079345703,0.02889895730847529,35.630169975212695
2022-03-10 00:00:00-05:00,356.20001220703125,367.0199890136719,353.29998779296875,356.7699890136719,4807800,0.0,0.0,-0.005630088584245185,5856330.0,353.86200561523435,380.0744995117187,0.028102114652209527,38.25792385562684
2022-03-11 00:00:00-05:00,361.19000244140625,363.3599853515625,340.0,340.32000732421875,4819900,0.0,0.0,-0.04610808699165203,5674680.0,349.5800048828125,376.7770004272461,0.029391222635537326,31.685230522316644
2022-03-14 00:00:00-04:00,338.7200012207031,341.32000732421875,329.82000732421875,331.010009765625,5907800,0.0,0.0,-0.02735659778510824,5592125.0,345.7300048828125,373.76200103759766,0.028982992606315733,32.76848780226693
2022-03-15 00:00:00-04:00,335.1000061035156,345.3599853515625,332.3599853515625,343.75,5460600,0.0,0.0,0.03848823255645861,5505045.0,346.1280029296875,371.1210006713867,0.030458925108444834,41.370023453021425
2022-03-16 00:00:00-04:00,348.20001220703125,359.989990234375,343.05999755859375,357.5299987792969,6982500,0.0,0.0,0.04008726917613625,5584555.0,345.8760009765625,368.62450103759767,0.031322559060433956,37.361949328176344
2022-03-17 00:00:00-04:00,359.70001220703125,373.30999755859375,354.8800048828125,371.3999938964844,5818300,0.0,0.0,0.038793933836442696,5611585.0,348.802001953125,367.2905014038086,0.03258461600378618,43.15358587023693
2022-03-18 00:00:00-04:00,372.0,381.79998779296875,368.4700012207031,380.6000061035156,8324800,0.0,0.0,0.024771169515946267,5794365.0,356.8580017089844,366.9870010375977,0.03255715051323362,45.27045887114803
2022-03-21 00:00:00-04:00,378.0199890136719,381.82000732421875,368.94000244140625,374.5899963378906,4866500,0.0,0.0,-0.015790881947569946,5697605.0,365.5739990234375,366.1520004272461,0.032599102898063594,45.97971041049927
2022-03-22 00:00:00-04:00,371.1400146484375,386.6600036621094,366.760009765625,382.9200134277344,4242800,0.0,0.0,0.022237692333699766,5574870.0,373.4080017089844,366.4290008544922,0.0319943681179064,50.98293124837043
2022-03-23 00:00:00-04:00,379.7699890136719,382.4599914550781,374.489990234375,374.489990234375,3729000,0.0,0.0,-0.02201510210421609,5530605.0,376.8,366.780500793457,0.031814908985863276,52.2372390065072
2022-03-24 00:00:00-04:00,379.760009765625,379.760009765625,368.8999938964844,375.7099914550781,3888500,0.0,0.0,0.003257767236821474,5371595.0,377.66199951171876,366.0645004272461,0.02853077388729591,55.05202940944227
2022-03-25 00:00:00-04:00,377.07000732421875,377.6400146484375,366.42999267578125,373.8500061035156,3574500,0.0,0.0,-0.004950587937145423,5308240.0,376.31199951171874,365.2170013427734,0.028528616383450608,59.16116145489764
2022-03-28 00:00:00-04:00,375.2300109863281,380.2799987792969,366.7300109863281,378.510009765625,4323400,0.0,0.0,0.012464901928660232,5272660.0,377.09600219726565,364.41650238037107,0.028597819402447,64.71058760064616
2022-03-29 00:00:00-04:00,384.3900146484375,396.5,380.3299865722656,391.82000732421875,5880700,0.0,0.0,0.03516418909723251,5402175.0,378.8760009765625,364.6955032348633,0.02934931207783222,63.62735778381856
2022-03-30 00:00:00-04:00,389.54998779296875,392.70001220703125,378.6300048828125,381.4700012207031,4023300,0.0,0.0,-0.026415205732338576,5335500.0,380.2720031738281,364.7675033569336,0.02975640416512821,59.535210192379466
2022-03-31 00:00:00-04:00,383.5899963378906,384.0,373.6099853515625,374.5899963378906,4134700,0.0,0.0,-0.018035507014434904,5238395.0,380.0480041503906,365.0935028076172,0.029139333170594556,64.2851091317873
2022-04-01 00:00:00-04:00,376.79998779296875,380.8699951171875,368.5,373.4700012207031,4644200,0.0,0.0,-0.002989922657136934,5204330.0,379.9720031738281,365.6805023193359,0.028835825451930582,68.99605232222684
2022-04-04 00:00:00-04:00,373.54998779296875,396.0199890136719,373.1300048828125,391.5,7001800,0.0,0.0,0.04827696661141467,5269000.0,382.57000122070315,367.7425018310547,0.02945591565229618,70.39725761674632
2022-04-05 00:00:00-04:00,389.29998779296875,390.0,377.30999755859375,380.1499938964844,4234500,0.0,0.0,-0.028991075615620976,5159290.0,380.2359985351562,369.66200103759763,0.029728957128375852,59.86738092638989
2022-04-06 00:00:00-04:00,374.1499938964844,376.4700012207031,362.7300109863281,368.3500061035156,4354900,0.0,0.0,-0.03104034718512161,5051025.0,377.61199951171875,370.14000091552737,0.028906914737125793,48.645052656695704
2022-04-07 00:00:00-04:00,365.0,368.5400085449219,353.69000244140625,362.1499938964844,4948900,0.0,0.0,-0.016831850425676143,5058080.0,375.1239990234375,370.409001159668,0.029164014401692546,41.57918576742133
2022-04-08 00:00:00-04:00,361.9599914550781,362.5,354.8699951171875,355.8800048828125,4025200,0.0,0.0,-0.017313237938267223,5018345.0,371.6059997558594,371.18700103759767,0.027363357519198706,41.48074552804067
2022-04-11 00:00:00-04:00,350.0,354.7799987792969,345.20001220703125,348.0,3777100,0.0,0.0,-0.022142308572259628,4911810.0,362.9059997558594,372.03650054931643,0.027086446534629077,34.034378035607006
2022-04-12 00:00:00-04:00,355.9100036621094,359.4100036621094,342.25,344.1000061035156,3824300,0.0,0.0,-0.011206879012886084,4829995.0,355.6960021972656,372.0540008544922,0.025898585445965024,35.5051092132356
2022-04-13 00:00:00-04:00,343.9200134277344,352.0,341.1600036621094,350.42999267578125,3231000,0.0,0.0,0.01839577582094365,4642420.0,352.11199951171875,371.6990005493164,0.02456761797461244,38.502817338896485
2022-04-14 00:00:00-04:00,350.95001220703125,352.0,339.8599853515625,341.1300048828125,4343800,0.0,0.0,-0.026538789451087674,4568695.0,347.9080017089844,370.1855010986328,0.02335074425878727,36.06235799690456
2022-04-18 00:00:00-04:00,340.0,342.3599853515625,331.6199951171875,337.8599853515625,5105000,0.0,0.0,-0.00958584552646824,4407705.0,344.3039978027344,368.04850006103516,0.022366967069437013,32.47692566749808
2022-04-19 00:00:00-04:00,333.2200012207031,351.67999267578125,333.2200012207031,348.6099853515625,20906900,0.0,0.0,0.03181791412443835,5209725.0,344.4259948730469,366.74949951171874,0.023728752751319575,30.952999751942087
2022-04-20 00:00:00-04:00,245.1999969482422,248.6999969482422,212.50999450683594,226.19000244140625,133387500,0.0,0.0,-0.3511660252264417,11666960.0,320.843994140625,358.91299896240236,0.08080796515447797,15.569840400488118
2022-04-21 00:00:00-04:00,220.0,227.67999267578125,211.52000427246094,218.22000122070312,53501600,0.0,0.0,-0.03523586867093176,14155590.0,294.40199584960936,351.09949951171876,0.08086221896775493,15.494942692830875
2022-04-22 00:00:00-04:00,220.17999267578125,226.27000427246094,210.0500030517578,215.52000427246094,37515100,0.0,0.0,-0.01237282069992962,15836920.0,269.2799957275391,343.0900001525879,0.08067392452156968,15.38764532114449
2022-04-25 00:00:00-04:00,213.80999755859375,216.66000366210938,204.50999450683594,209.91000366210938,28152000,0.0,0.0,-0.026030069131120603,17065795.0,243.68999938964845,334.89300003051756,0.0805573384718496,7.916565000328873
2022-04-26 00:00:00-04:00,208.8000030517578,209.14999389648438,198.27999877929688,198.39999389648438,20318100,0.0,0.0,-0.0548330692431056,17865530.0,213.64800109863282,325.8874992370605,0.08033776019821606,7.910698298698875
2022-04-27 00:00:00-04:00,194.00999450683594,200.19000244140625,187.77000427246094,188.5399932861328,22298400,0.0,0.0,-0.049697585250411014,18686415.0,206.1179992675781,315.72349853515624,0.07906519085666137,7.982421691286092
2022-04-28 00:00:00-04:00,191.55999755859375,201.47999572753906,185.60000610351562,199.52000427246094,21363200,0.0,0.0,0.05823703923477175,19553410.0,202.37799987792968,306.62599868774413,0.08161024299031086,12.827428350127533
2022-04-29 00:00:00-04:00,198.67999267578125,204.7100067138672,190.0,190.36000061035156,16391900,0.0,0.0,-0.04591020181415317,20166270.0,197.34599914550782,297.4144989013672,0.08167155334195325,12.660168577813252
2022-05-02 00:00:00-04:00,191.7100067138672,200.2100067138672,190.00999450683594,199.4600067138672,14591600,0.0,0.0,0.04780419244766887,20663640.0,195.25599975585936,288.71399917602537,0.08330482018397513,16.67414680083391
2022-05-03 00:00:00-04:00,198.2899932861328,203.1999969482422,194.77000427246094,199.8699951171875,11839400,0.0,0.0,0.0020554917753936586,20905520.0,195.55,279.13249893188475,0.08174124673659629,17.126313033539418
2022-05-04 00:00:00-04:00,197.64999389648438,204.3800048828125,191.00999450683594,204.00999450683594,12218800,0.0,0.0,0.020713461203724304,21304735.0,198.6440002441406,270.3254989624023,0.08249459584847015,16.290636149839074
2022-05-05 00:00:00-04:00,200.4499969482422,200.7100067138672,186.0,188.32000732421875,13971300,0.0,0.0,-0.07690793394973328,21785555.0,196.40400085449218,261.3239990234375,0.08326018849436115,15.825022911729306
2022-05-06 00:00:00-04:00,186.75,187.2100067138672,175.80999755859375,180.97000122070312,17185500,0.0,0.0,-0.03902934270208258,22397385.0,194.5260009765625,252.26499938964844,0.08323967470717887,15.541403835442352
2022-05-09 00:00:00-04:00,177.66000366210938,183.1999969482422,172.3000030517578,173.10000610351562,14031300,0.0,0.0,-0.043487843643154944,22897690.0,189.25400085449218,243.1259994506836,0.08323634596169989,10.95787075084759
2022-05-10 00:00:00-04:00,176.00999450683594,181.8699951171875,170.57000732421875,177.66000366210938,13883900,0.0,0.0,0.026343139213217626,23403030.0,184.81200256347657,234.60899963378907,0.08421606280731163,27.303340605675842
2022-05-11 00:00:00-04:00,176.08999633789062,180.9199981689453,165.5500030517578,166.3699951171875,12665500,0.0,0.0,-0.06354839756951869,23845090.0,177.28400268554688,225.72249908447264,0.08445247368224192,26.480993860217154
2022-05-12 00:00:00-04:00,163.9600067138672,177.5800018310547,162.7100067138672,174.30999755859375,17662100,0.0,0.0,0.04772496648697677,24566645.0,174.48200073242188,216.91649932861327,0.08561024953534226,32.15553787455022
2022-05-13 00:00:00-04:00,177.16000366210938,187.77000427246094,176.00999450683594,187.63999938964844,13136300,0.0,0.0,0.07647296206618237,25006270.0,175.81600036621094,209.24199905395508,0.08886521196556696,40.96111653841186
2022-05-16 00:00:00-04:00,193.3000030517578,195.88999938964844,185.6999969482422,186.50999450683594,16145000,0.0,0.0,-0.006022196154807924,25558270.0,178.497998046875,201.67449951171875,0.08890095585509679,44.7300779901089
2022-05-17 00:00:00-04:00,189.1699981689453,191.39999389648438,185.1699981689453,190.55999755859375,9876700,0.0,0.0,0.021714670371776545,25006760.0,181.07799682617187,193.77200012207032,0.0885913443884945,50.943927095512734
2022-05-18 00:00:00-04:00,186.72000122070312,187.6999969482422,176.27000427246094,177.19000244140625,9665600,0.0,0.0,-0.07016160415869266,18820665.0,183.24199829101562,191.3220001220703,0.04640579080131325,39.793398868430856
2022-05-19 00:00:00-04:00,178.0500030517578,186.3000030517578,175.7100067138672,183.47999572753906,10448500,0.0,0.0,0.03549857892356423,16668010.0,185.07599792480468,189.58499984741212,0.0471595164847862,46.770556894288895
2022-05-20 00:00:00-04:00,185.8699951171875,190.19000244140625,179.77000427246094,186.35000610351562,10429400,0.0,0.0,0.015642088744314275,15313725.0,184.81799926757813,188.12649993896486,0.047424718491471916,43.46395379001172
2022-05-23 00:00:00-04:00,186.14999389648438,187.66000366210938,177.88999938964844,187.44000244140625,9602000,0.0,0.0,0.005849188635310032,14386225.0,185.00400085449218,187.00299987792968,0.04725756290368303,43.84471004976447
2022-05-24 00:00:00-04:00,182.0,184.0,177.1699981689453,180.33999633789062,7706400,0.0,0.0,-0.03787881994791953,13755640.0,182.96000061035156,186.1,0.04645384706131504,38.61252941313788
2022-05-25 00:00:00-04:00,180.27999877929688,188.8699951171875,180.1699981689453,187.8300018310547,8522100,0.0,0.0,0.04153269183354391,13066825.0,185.08800048828124,186.0645004272461,0.04618080843755518,49.744069069870825
2022-05-26 00:00:00-04:00,186.49000549316406,192.33999633789062,183.08999633789062,191.39999389648438,8049900,0.0,0.0,0.01900650604604026,12401160.0,186.6720001220703,185.65849990844725,0.04441355000373308,55.67155589511912
2022-05-27 00:00:00-04:00,193.19000244140625,195.25,190.3699951171875,195.19000244140625,8586000,0.0,0.0,0.01980150818067239,12010865.0,188.43999938964845,185.9,0.04334414849249499,62.56969949554149
2022-05-31 00:00:00-04:00,196.17999267578125,199.9499969482422,190.8000030517578,197.44000244140625,11398500,0.0,0.0,0.011527229734399125,11851210.0,190.43999938964845,185.79899978637695,0.0420737838950893,61.559135278501344
2022-06-01 00:00:00-04:00,198.6999969482422,202.74000549316406,191.66000366210938,192.91000366210938,8416200,0.0,0.0,-0.02294367262602337,11680050.0,192.9540008544922,185.45100021362305,0.04239036445908011,66.84010303165734
2022-06-02 00:00:00-04:00,192.02000427246094,205.47000122070312,191.72000122070312,205.08999633789062,9623100,0.0,0.0,0.06313821183226476,11550265.0,196.40599975585937,185.50500030517577,0.044536397420533766,68.5332343521171
2022-06-03 00:00:00-04:00,200.13999938964844,202.9499969482422,198.0500030517578,198.97999572753906,7191800,0.0,0.0,-0.029791802230495934,11211290.0,197.9220001220703,186.0379997253418,0.04131629469541678,57.47823479454371
2022-06-06 00:00:00-04:00,202.08999633789062,203.8699951171875,195.3800048828125,197.13999938964844,5372000,0.0,0.0,-0.00924714231278867,10620615.0,198.31199951171874,186.84649963378905,0.040222375061475454,56.9449921941513
2022-06-07 00:00:00-04:00,194.8699951171875,199.60000610351562,193.0,198.61000061035156,4839500,0.0,0.0,0.00745663602137725,10161025.0,198.5459991455078,188.12199935913085,0.038565177153661805,55.4428690899014
2022-06-08 00:00:00-04:00,197.9499969482422,207.3800048828125,197.63999938964844,202.8300018310547,7244100,0.0,0.0,0.021247677396579068,9829035.0,200.52999877929688,189.38049926757813,0.038451540931462594,69.78394921460803
2022-06-09 00:00:00-04:00,200.64999389648438,201.69000244140625,192.5399932861328,192.77000427246094,6949000,0.0,0.0,-0.04959817318826987,9543210.0,198.06600036621094,190.70049972534179,0.037204027311575086,56.77410496763989
2022-06-10 00:00:00-04:00,182.63999938964844,185.86000061035156,180.85000610351562,182.94000244140625,13065600,0.0,0.0,-0.050993420206397744,9313385.0,194.85800170898438,191.13199996948242,0.038198311336954664,47.742616366198014
2022-06-13 00:00:00-04:00,177.07000732421875,179.08999633789062,168.9600067138672,169.69000244140625,10222400,0.0,0.0,-0.072428117542219,9167690.0,189.36800231933594,190.2345001220703,0.03765436745550989,39.87911990773384
2022-06-14 00:00:00-04:00,169.75,172.05999755859375,164.27999877929688,167.5399932861328,11555300,0.0,0.0,-0.01267021700948956,8938205.0,183.15400085449218,189.28600006103517,0.03769938506405409,42.264924944430085
2022-06-15 00:00:00-04:00,169.25999450683594,183.85000610351562,168.52999877929688,180.11000061035156,12396000,0.0,0.0,0.07502690598029993,9064170.0,178.61000061035156,188.76350021362305,0.04136895698305894,45.60464553811639
2022-06-16 00:00:00-04:00,174.0,176.27000427246094,171.55999755859375,173.35000610351562,8201300,0.0,0.0,-0.037532588328953786,8990955.0,174.7260009765625,188.5715003967285,0.03912174173006206,40.0835150773787
2022-06-17 00:00:00-04:00,173.6300048828125,179.64999389648438,173.33999633789062,175.50999450683594,12133400,0.0,0.0,0.012460273015684198,9075200.0,173.23999938964843,188.17300033569336,0.03834148866312579,38.99081997136373
2022-06-21 00:00:00-04:00,177.60000610351562,178.6199951171875,169.8000030517578,170.91000366210938,12177600,0.0,0.0,-0.0262092814580277,9162610.0,173.48399963378907,187.40100021362304,0.0384972948808914,35.53907967508238
2022-06-22 00:00:00-04:00,170.75,182.82000732421875,170.1999969482422,178.88999938964844,11992400,0.0,0.0,0.04669121500527007,9282130.0,175.75400085449218,186.97350006103517,0.04007644964542771,42.635003362609545
2022-06-23 00:00:00-04:00,180.5,182.75999450683594,175.8699951171875,181.7100067138672,9538200,0.0,0.0,0.015763918239366514,9373720.0,176.07400207519532,187.042000579834,0.039306216964699804,36.37847134371767
2022-06-24 00:00:00-04:00,183.5,191.19000244140625,181.83999633789062,190.85000610351562,12424000,0.0,0.0,0.05029992324000565,9568815.0,179.57400207519532,187.19300079345703,0.03982618342360664,45.424878749716854
2022-06-27 00:00:00-04:00,191.77000427246094,191.77999877929688,182.38999938964844,189.13999938964844,8363900,0.0,0.0,-0.008959951056746074,9584515.0,182.3000030517578,187.08000106811522,0.03967168670881191,45.49143378610935
2022-06-28 00:00:00-04:00,189.1999969482422,192.1999969482422,179.3699951171875,179.60000610351562,7185400,0.0,0.0,-0.05043879304704557,9514485.0,184.03800354003906,186.3005012512207,0.0409297510386573,40.17977279395084
2022-06-29 00:00:00-04:00,179.5500030517578,180.6699981689453,175.10000610351562,178.36000061035156,5766800,0.0,0.0,-0.006904261976747206,9232900.0,183.9320037841797,185.34650115966798,0.04078414934448203,36.95767942781409
2022-06-30 00:00:00-04:00,177.07000732421875,179.4499969482422,170.3000030517578,174.8699951171875,7894700,0.0,0.0,-0.01956719825757569,9206825.0,182.56400146484376,184.4445007324219,0.04070975356470084,39.740939919658736
2022-07-01 00:00:00-04:00,176.49000549316406,180.10000610351562,174.27000427246094,179.9499969482422,5201600,0.0,0.0,0.029050162823246906,8985750.0,180.38399963378907,183.18750076293946,0.03839365339104572,48.18765590128865
2022-07-05 00:00:00-04:00,176.27999877929688,185.9199981689453,172.67999267578125,185.8800048828125,7334300,0.0,0.0,0.032953642873780664,8992875.0,179.73200073242188,182.53250122070312,0.03889183950957734,60.76892347303537
2022-07-06 00:00:00-04:00,185.1999969482422,186.22000122070312,180.82000732421875,184.05999755859375,5753400,0.0,0.0,-0.00979130232628389,9011945.0,180.6239990234375,181.87850112915038,0.03889686562348933,61.03687981870506
2022-07-07 00:00:00-04:00,184.27000427246094,190.2100067138672,183.5,189.27000427246094,6334500,0.0,0.0,0.028306024030064547,9086695.0,182.80599975585938,181.41150131225587,0.03945893029117902,56.78719781474639
2022-07-08 00:00:00-04:00,186.02000427246094,189.91000366210938,182.75,186.97999572753906,5835700,0.0,0.0,-0.012099162536211128,9016275.0,185.22799987792968,180.61900100708007,0.03914308318264099,60.81573100371117
2022-07-11 00:00:00-04:00,184.72999572753906,184.99000549316406,176.88999938964844,177.33999633789062,6038800,0.0,0.0,-0.05155631409734074,8970765.0,184.70599975585938,179.84750061035157,0.03926714989324794,51.29805709758454
2022-07-12 00:00:00-04:00,177.3300018310547,179.77999877929688,173.4199981689453,174.4499969482422,6845300,0.0,0.0,-0.016296376730165485,8659750.0,182.4199981689453,179.42300033569336,0.037793996713865095,52.573415958801746
2022-07-13 00:00:00-04:00,170.5,179.17999267578125,169.6999969482422,176.55999755859375,12734400,0.0,0.0,0.012095159915523457,8785350.0,180.9199981689453,179.76650009155273,0.034003974696135954,48.14814814814815
2022-07-14 00:00:00-04:00,175.55999755859375,177.52000427246094,171.82000732421875,174.77999877929688,9039500,0.0,0.0,-0.010081551902526242,8659560.0,178.0219970703125,180.12850036621094,0.033947947426367,44.39954472755792
