Date,Open,High,Low,Close,Volume,Returns,Volume_MA_20,Price_MA_20,Price_MA_5,Volatility_20,RSI
2022-01-03,174.54290230186947,179.49955854778523,174.42512523500616,178.6456298828125,104487900,,,,,,
2022-01-04,179.25420553725706,179.55847298837972,175.80907606705392,176.37835693359375,99310400,-0.012691454869094954,,,,,
2022-01-05,176.2900014242933,176.83964771384632,171.4118681394032,171.6866912841797,94537600,-0.026600007682237692,,,,,
2022-01-06,169.50773661732023,172.05968310015797,168.46733250526367,168.8206787109375,96904000,-0.016693271632210016,,,,,
2022-01-07,169.69424129913546,170.92113587009246,167.86862157848182,168.987548828125,86709100,0.0009884459561568804,,,172.90378112792968,,
2022-01-10,165.95467253383114,169.31145435336728,165.06148967296951,169.00718688964844,106765600,0.00011621010932238995,,,170.97609252929686,,
2022-01-11,169.13478740187807,171.94190783972073,167.66251389723809,171.84376525878906,76138300,0.01678377364503869,,,170.06917419433594,,
2022-01-12,172.86452151388104,173.90492564658769,171.58856322387598,172.28543090820312,74805200,0.0025701581244390592,,,170.1889221191406,,
2022-01-13,172.53082457713552,173.35529415174287,168.6145716326397,169.00718688964844,84505800,-0.019027981653895076,,,170.22622375488282,,
2022-01-14,168.1728627813742,170.56776300627916,167.9274839054903,169.8708953857422,80440800,0.005110483832014179,,,170.40289306640625,,
2022-01-18,168.33971425733603,169.35067400164021,166.27854073936825,166.6613311767578,90956700,-0.018894138408443117,,,169.93372192382813,,
2022-01-19,166.85765136543813,167.91769000661554,162.87270044087128,163.15733337402344,94815000,-0.021024659877569962,,,168.196435546875,,
2022-01-20,163.8934762825247,166.54356549753263,161.14522951347425,161.46913146972656,91420500,-0.010347079529835268,,,166.03317565917968,,
2022-01-21,161.38080003283116,163.25549850314817,159.29999166470387,159.407958984375,122848900,-0.01276511780666889,,,164.113330078125,,15.517203654067075
2022-01-24,157.06210684561927,159.29996087836932,151.84043745137762,158.6325225830078,162294600,-0.00486447732163231,,,161.86565551757812,,15.097510855976225
2022-01-25,156.04135309194953,159.75148103294072,154.11759081418975,156.82656860351562,115798400,-0.011384512772575905,,,159.8987030029297,,15.344412193309196
2022-01-26,160.47777643261003,161.35132458598716,154.9027758530205,156.7382049560547,108275300,-0.0005634481978901151,,,158.61487731933593,,18.336733453824294
2022-01-27,159.44720772831658,160.81151382611307,155.35428943492713,156.27691650390625,121954600,-0.0029430504979801597,,,157.57643432617186,,20.4166090881872
2022-01-28,162.6469222351692,167.20115305601814,159.79070884938122,167.1815185546875,179935700,0.0697774328719154,,,159.1311462402344,,47.17263639473398
2022-01-31,167.0146740043963,171.76520522888097,166.37667997036093,171.5492706298828,115541600,0.026125806925043404,105422300.0,166.72170639038086,161.71449584960936,,53.502792596025195
2022-02-01,170.79353091508946,171.6081906924981,169.12495732448602,171.3824462890625,86213900,-0.0009724573016707261,104508600.0,166.35854721069336,164.62567138671875,0.021199412963651784,49.3138560098479
2022-02-02,171.51985796847407,172.62897543344508,170.1261075578704,172.58970642089844,84914300,0.007044246117246411,103788795.0,166.1691146850586,167.7959716796875,0.021128147160398802,50.44248769462159
2022-02-03,171.25483696595504,172.98231399971922,168.93845956073986,169.70404052734375,89418100,-0.016719803013728662,103532820.0,166.0699821472168,170.481396484375,0.02060408386823863,51.025092534191074
2022-02-04,168.72129677126426,171.0996042103979,167.7385305552271,169.4190673828125,82465400,-0.0016792360608840484,102810890.0,166.09990158081055,170.92890625,0.020249050096616487,49.32383460744684
2022-02-07,169.88094594072888,170.95215737367448,168.00385912062177,168.70162963867188,77251200,-0.004234693032039494,102337995.0,166.0856056213379,170.3593780517578,0.020274273273809044,53.29943251330131
2022-02-08,168.7704203940124,172.32804392038554,168.4755875609354,171.81700134277344,74829200,0.01846675524578001,100741175.0,166.22609634399413,170.4462890625,0.020685845785155782,64.18208607010877
2022-02-09,173.01595715476017,173.60560775677658,171.885767258212,173.2419891357422,71285000,0.008293636728800236,100498510.0,166.2960075378418,170.57674560546874,0.020430929153552203,69.44828149450692
2022-02-10,171.13890900487118,172.4558121410886,168.59354809326686,169.15371704101562,90865900,-0.023598621299154132,101301545.0,166.13942184448243,170.46668090820313,0.02112419647723817,65.08902719293604
2022-02-11,169.3600823732159,170.09715694195197,165.14400744238606,165.73367309570312,98670700,-0.020218556264319232,102009790.0,165.97574615478516,169.72960205078124,0.021180137409072784,60.162271061151245
2022-02-14,164.48557217382995,166.6574920486195,163.68953396046075,165.9695587158203,86185500,0.0014232811939247636,102297025.0,165.78067932128906,169.18318786621094,0.021142274873545728,63.69993776444964
2022-02-15,168.02352253075418,169.96939522398472,167.31592973397568,169.81214904785156,62527400,0.02315238024227484,100875560.0,165.93822021484374,168.78221740722657,0.02135389520372942,67.60897533386219
2022-02-16,168.88834547600229,170.3526572392932,167.11936365193407,169.57627868652344,61177400,-0.001389007574844725,99193680.0,166.25916748046876,168.0490753173828,0.020722863319276894,68.02201878569151
2022-02-17,168.08250002280826,168.94733906736835,165.5666209795301,165.9695587158203,69589300,-0.021269012379794394,98102120.0,166.48418884277345,167.41224365234376,0.021207223017413922,47.95274669135595
2022-02-18,166.89335344125396,167.60093126737578,163.32590754694263,164.41677856445312,82772700,-0.009355812977884237,96098310.0,166.73462982177733,167.14886474609375,0.021099239803312412,36.685502298387625
2022-02-22,162.13672755479107,163.81726398261975,159.35549802549073,161.4881134033203,91162800,-0.0178124470428348,92541720.0,166.87740936279297,166.25257568359376,0.02150771421761778,33.256350442918446
2022-02-23,162.68711897669968,163.2866069910588,156.99690896812956,157.3114013671875,90009200,-0.025863897646146716,91252260.0,166.90165100097656,163.75242614746094,0.022183406099134058,26.506463966828207
2022-02-24,149.95045639119465,160.04346864256559,149.38045024208816,159.93536376953125,141147500,0.016680052300971138,92895870.0,167.0615089416504,161.8242431640625,0.02247781575672231,34.856770882612295
2022-02-25,161.0163841306603,162.27432346013268,158.09756779697935,162.0089874267578,91974200,0.01296538556797655,91396850.0,167.34811248779297,161.03212890625,0.022602927670480673,39.116563284248535
2022-02-28,160.24985701872006,162.56918589174444,159.63070950306087,162.27435302734375,95056600,0.0016379683917591148,87152895.0,167.10275421142578,160.60364379882813,0.016037311904843636,40.43299521670202
2022-03-01,161.86158516779412,163.72884988791748,159.1786377230553,160.38743591308594,83474400,-0.011627944151716085,85549535.0,166.54466247558594,160.38350830078124,0.014805649048900102,32.34128686756861
2022-03-02,161.5569135885326,164.47573001503346,160.14172804891763,163.68951416015625,79724800,0.020588135400204877,85225080.0,166.16001586914064,161.659130859375,0.01573620009776598,36.050499149033456
2022-03-03,165.56660530985462,165.9990247912093,162.69693011047048,163.36520385742188,76678400,-0.0019812527662405044,84813285.0,165.69879074096679,162.34509887695313,0.015586577253783242,40.50301315212362
2022-03-04,161.65516834266916,162.696897797681,159.30635844072924,160.35791015625,83737200,-0.018408410298906164,84529240.0,165.23148422241212,162.01488342285157,0.015671276456417107,41.05910382429345
2022-03-07,160.54465401699207,162.17604917250483,156.2990977080652,156.55462646484375,96418800,-0.02371746855331547,85226910.0,164.58826217651367,160.87093811035157,0.016354763210987056,36.002254096780064
2022-03-08,156.08292186895505,160.0729499038518,153.1149639973743,154.72669982910156,131148300,-0.011675966894230783,87921765.0,163.88951568603517,159.7387908935547,0.016449220136475772,26.142327484104385
2022-03-09,158.69708659288594,160.59383321427086,156.6627682949814,160.14175415039062,91454900,0.03499754294035928,88753050.0,163.305753326416,159.02923889160155,0.01799047143289328,37.17950366118612
2022-03-10,157.43914120341518,157.62586917951631,153.29186666707722,155.78810119628906,105342000,-0.02718624494404509,90455900.0,162.43305892944335,157.513818359375,0.018522385731263698,36.439775509606854
2022-03-11,156.1909993742422,156.5349734862068,151.83735301963387,152.06338500976562,96970100,-0.023908861831690165,90761110.0,161.57854232788085,155.85491333007812,0.01853878679201966,34.44688296778537
2022-03-14,148.83991330847238,151.4638968278343,147.51318815597864,148.0242156982422,108732100,-0.02656240561305434,91264180.0,160.6930694580078,154.14883117675782,0.01886166000976112,33.50985218913033
2022-03-15,148.29938335493543,152.88891376980982,147.78835583208624,152.41717529296875,92964300,0.02967730363579113,91603120.0,160.01545028686525,153.68692626953126,0.02040012933891549,44.03729451542932
2022-03-16,154.34339594526026,157.24255250796213,151.79803572553402,156.83961486816406,102300200,0.02901536238743896,93591760.0,159.36682357788087,153.02649841308593,0.02084883613024634,46.386745707810164
2022-03-17,155.8765285127207,158.22533884354678,154.9134219533723,157.8518829345703,75615400,0.0064541606229850945,94313660.0,158.7806037902832,153.4392547607422,0.02096919386107765,45.02470117892156
2022-03-18,157.74374709590094,161.64532886626444,157.00667268078166,161.15394592285156,123511700,0.02091874310837305,97009780.0,158.53982315063476,155.2573669433594,0.02119436114860371,48.74993998853908
2022-03-21,160.69206357071295,163.48313041290612,160.20068056976743,162.52984619140625,95811400,0.008537800676710505,97661715.0,158.44547653198242,158.1584930419922,0.02121221451930382,52.41790022831467
2022-03-22,162.6576000843649,166.5002188572966,162.067949464373,165.9105682373047,81532000,0.020800622932461765,97180175.0,158.66659927368164,160.85717163085937,0.021297538996907946,52.50221498086882
2022-03-23,165.09488461775757,169.66474104201137,164.76073274272346,167.27662658691406,98062700,0.008233703037262119,97582850.0,159.16486053466798,162.94457397460937,0.02032884198459875,54.30550493386521
2022-03-24,168.11193338665237,171.1388541749312,167.27659136451192,171.070068359375,90131400,0.02267765586777859,95032045.0,159.72159576416016,165.5882110595703,0.020579730225575892,61.59082233631269
2022-03-25,170.88335771841636,172.25922412685,169.7728273342969,171.70887756347656,80546200,0.0037341962286445707,94460645.0,160.2065902709961,167.6991973876953,0.0204611398683048,67.60272654216985
2022-03-28,169.20284996119702,172.70149513268552,169.03578151152723,172.57374572753906,90371900,0.005036828475818211,94226410.0,160.72155990600587,169.70797729492188,0.020462383010360657,71.20502093263917
2022-03-29,173.64497090846976,175.92498080797162,173.30099672304343,175.8758544921875,100589400,0.0191344792959518,95082160.0,161.49598083496093,171.70103454589844,0.02043895128532987,69.6827923738843
2022-03-30,175.47290101025155,176.51463074136956,173.65477761444038,174.7063446044922,92633200,-0.006649633010011979,95727580.0,162.04682235717775,173.18697814941407,0.020239350198912577,75.71459267346512
2022-03-31,174.77513005413485,174.96185802360853,171.3944120690703,171.60079956054688,103049300,-0.017775800020175425,97046125.0,162.45860214233397,173.29312438964843,0.020764037410666004,77.01085071678524
2022-04-01,171.0307806751932,171.86613784627107,168.97680315531144,171.3059539794922,78751300,-0.0017182063359247879,96796830.0,163.0060043334961,173.21253967285156,0.02020018157874226,85.90473922452134
2022-04-04,171.56147679106857,175.41391791306214,171.43371240572407,175.36477661132812,76468400,0.023693412502882705,95799310.0,163.9465118408203,173.77074584960937,0.019611194732090966,85.75796051129879
2022-04-05,174.44096597915822,175.22718178273516,171.41404488266946,172.0430145263672,73401800,-0.018942014178384148,92911985.0,164.81232757568358,173.00417785644532,0.020016494181315132,74.53211775377127
2022-04-06,169.3895629453013,170.6376800716011,167.19799877542366,168.8686981201172,89058800,-0.01845071370662077,92792180.0,165.24867477416993,171.8366485595703,0.019431577623465705,66.61722912230405
2022-04-07,168.2102636995684,170.37234630580983,166.92284239749918,169.17337036132812,77594700,0.0018041960683217173,91404815.0,165.91793823242188,171.35116271972657,0.018110543579356885,63.298601569533616
2022-04-08,168.8195531941642,168.8195531941642,166.28401495074868,167.15867614746094,76575500,-0.01190905051760871,90385085.0,166.67270278930664,170.5217071533203,0.017308325717457697,57.51673179325674
2022-04-11,165.8024881311143,166.11696550956904,162.64780210837338,162.89349365234375,72246700,-0.025515770963360662,88560815.0,167.41616668701172,168.02745056152344,0.01720953883765271,45.23739672198433
2022-04-12,165.12438053702303,166.9424890030797,163.76815838717138,164.7705841064453,79265200,0.01152342191215916,87875860.0,168.03383712768556,166.57296447753907,0.016290209902146177,46.10689700946276
2022-04-13,164.5051976542895,168.0922875017565,163.89588754215904,167.46331787109375,70618900,0.016342320926099774,86291795.0,168.56502227783204,166.29188842773436,0.015494220909309239,44.19856036568125
2022-04-14,167.67953574643167,168.318342665353,162.1956994829688,162.44139099121094,75329400,-0.029988220368047935,86277495.0,168.79449768066405,164.94549255371095,0.017168109887739414,36.93545445002573
2022-04-18,161.09501447518673,163.72883537462482,160.75105534373716,162.22520446777344,69023900,-0.0013308586076389295,83553105.0,168.84806060791016,163.95879821777345,0.016558700306929942,35.139689139515596
2022-04-19,162.17607195952326,164.92782013945308,161.08520094874402,164.51504516601562,67723800,0.014115196869405544,82148725.0,168.94732055664062,164.28310852050782,0.016747752922336392,33.19761290928261
2022-04-20,165.851592274227,165.9695343967265,163.23744599263426,164.34796142578125,67929800,-0.001015613739556609,81468615.0,168.86919021606445,164.198583984375,0.016069172685961215,34.21204536606308
2022-04-21,165.9990185433864,168.57386081804293,163.05072036783037,163.5519256591797,87227800,-0.004843599882199068,80926870.0,168.68295516967774,163.4163055419922,0.01596725099090314,36.803045033532094
2022-04-22,163.5912552281569,164.97694406303006,158.7167286660117,159.00172424316406,84882400,-0.02782114241502498,80664420.0,168.07953796386718,162.7283721923828,0.016018003187781626,32.29635217518832
2022-04-25,158.3432742820327,160.35794785043367,155.72912776950562,160.0729522705078,96046400,0.006737210130536075,81439430.0,167.49774169921875,162.29792175292968,0.016103515819325225,25.92820869545166
2022-04-26,159.453804965821,159.54225031873102,154.0191094538627,154.0977325439453,95623200,-0.03732810347912463,81701995.0,166.57394104003907,160.21445922851564,0.01765032367615151,23.9291797789772
2022-04-27,153.2230748402012,157.03619732481974,152.7022099776654,153.8717041015625,88063200,-0.0014667862962769451,81075685.0,165.4737335205078,158.11920776367188,0.016713467538988298,26.171134585498194
2022-04-28,156.50549701980856,161.68467841985887,156.19100467866673,160.81983947753906,130216800,0.045155380689034796,82954865.0,164.77940826416017,157.57279052734376,0.020318936125696588,39.040694147891585
2022-04-29,159.05085178561868,163.3357123056005,154.5399592760181,154.9330596923828,131747600,-0.03660481072659216,84389780.0,163.94602127075194,156.7590576171875,0.021401280004987224,35.44003471634147
2022-05-02,154.00925923244077,155.50305268536604,150.6285419517243,155.2377166748047,123055300,0.0019663781443854944,86604980.0,163.1426094055176,155.79201049804686,0.021445726751044916,39.93274167949163
2022-05-03,155.42444099254382,157.9403346152518,153.6259923615283,156.7315216064453,88966500,0.009622693270926463,87229885.0,162.21094665527343,156.3187683105469,0.0206826766484503,39.321078691695924
2022-05-04,156.91825813151257,163.61089273431188,156.5153204398764,163.15882873535156,108256500,0.041008388504294,88972620.0,161.76673736572266,158.1761932373047,0.022847363731114324,44.798129458992484
2022-05-05,161.0262227132276,161.2522547050873,152.2795959021098,154.0682373046875,130525300,-0.05571620917559583,91045945.0,161.02671432495117,156.82587280273438,0.025581240427842534,40.78721115964595
2022-05-06,153.54660360417492,156.92245186539364,151.74549742097102,154.7965545654297,116124600,0.004727238225630259,92972440.0,160.30787353515626,156.79857177734374,0.025626040555754667,41.917514299128534
2022-05-09,152.48365942752434,153.36945750408893,149.0979893908198,149.6589813232422,131577900,-0.033189196339741156,95722560.0,159.43288879394532,155.68282470703124,0.026396785422461686,34.77954733548633
2022-05-10,153.06434369573583,154.26508109944479,150.5152283773258,152.07028198242188,115366700,0.01611196760702005,97878560.0,158.89172821044923,154.75057678222657,0.026350140450040343,37.97418446907242
2022-05-11,151.0762217134339,152.99542804107662,143.50764507620434,144.18675231933594,142689800,-0.0518413562486667,101049790.0,157.86253662109374,150.95616149902344,0.02824090403385087,33.344558433602444
2022-05-12,140.515681208882,143.8915146679824,136.60836588189918,140.30899047851562,182602000,-0.026894023053047778,106648945.0,156.50482025146485,148.20431213378907,0.028073367681952104,33.73476603524574
